
Linux 2.6.32-431.3.1.el6.x86_64 (localhost.localdomain) 	03/02/14 	_x86_64_	(2 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.02   19.33  15.33   1.53
dm-5              0.00     0.00    0.00  326.67     0.00  2605.33     7.98     0.90    2.74   2.33  76.20
dm-6              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    4.20   4.20   0.70

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    90.67    0.00   90.33     0.00  1202.67    13.31     0.31    3.42   3.06  27.60
sdb               0.00    87.33    0.00   75.67     0.00  1029.33    13.60     0.26    3.37   2.89  21.90
sdc               0.00    80.33    0.00   90.67     0.00  1093.33    12.06     0.31    3.42   3.22  29.17
sdd               0.00    90.00    0.00   92.00     0.00  1168.00    12.70     0.32    3.50   3.35  30.80
dm-0              0.00     0.00    0.00  560.33     0.00  4493.33     8.02     1.65    2.95   1.47  82.53
dm-1              0.00     0.00    0.00  560.33     0.00  4493.33     8.02     1.65    2.95   1.47  82.63
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  515.67     0.00  4482.67     8.69     1.64    3.18   1.60  82.63
dm-6              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    8.00   7.00   1.17

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    46.00    0.00   70.33     0.00   602.67     8.57     0.21    2.95   2.88  20.27
sdb               0.00    44.33    0.00   79.33     0.00   661.33     8.34     0.29    3.64   3.53  28.00
sdc               0.00    44.33    0.00   79.00     0.00   656.00     8.30     0.25    3.14   3.00  23.67
sdd               0.00    42.00    0.00   82.67     0.00   669.33     8.10     0.29    3.50   3.41  28.20
dm-0              0.00     0.00    0.00  364.67     0.00  2589.33     7.10     0.89    2.45   2.12  77.30
dm-1              0.00     0.00    0.00  364.67     0.00  2589.33     7.10     0.89    2.45   2.12  77.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.67     0.00     5.33     8.00     0.00    3.00   1.50   0.10
dm-5              0.00     0.00    0.00  324.00     0.00  2584.00     7.98     0.90    2.76   2.39  77.50
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    60.67    0.00   71.67     0.00   744.00    10.38     0.22    3.10   2.97  21.27
sdb               0.00    65.33    0.00   77.33     0.00   824.00    10.66     0.31    3.98   3.31  25.60
sdc               0.00    66.67    0.00   82.33     0.00   877.33    10.66     0.28    3.42   3.34  27.47
sdd               0.00    56.00    0.00   72.00     0.00   712.00     9.89     0.25    3.41   3.38  24.33
dm-0              0.00     0.00    0.00  434.00     0.00  3157.33     7.27     1.17    2.70   1.72  74.63
dm-1              0.00     0.00    0.00  434.00     0.00  3157.33     7.27     1.18    2.70   1.72  74.73
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    8.40   8.40   1.40
dm-5              0.00     0.00    0.00  390.00     0.00  3112.00     7.98     1.13    2.90   1.92  74.73
dm-6              0.00     0.00    0.00    3.67     0.00    29.33     8.00     0.03    7.91   5.45   2.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    74.33    0.00   87.00     0.00  1093.33    12.57     0.28    3.24   3.15  27.37
sdb               0.00    63.67    0.00   85.33     0.00   930.67    10.91     0.27    3.14   3.07  26.20
sdc               0.00    64.33    0.00   78.67     0.00   874.67    11.12     0.27    3.36   3.13  24.63
sdd               0.00    68.33    0.00   80.67     0.00   909.33    11.27     0.27    3.45   3.31  26.73
dm-0              0.00     0.00    0.00  474.00     0.00  3808.00     8.03     1.22    2.57   1.62  76.97
dm-1              0.00     0.00    0.00  474.00     0.00  3808.00     8.03     1.22    2.58   1.63  77.10
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  425.00     0.00  3744.00     8.81     1.16    2.74   1.82  77.23
dm-6              0.00     0.00    0.00    8.33     0.00    66.67     8.00     0.06    7.16   0.44   0.37

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    38.33    0.00   81.67     0.00   616.00     7.54     0.25    3.14   3.07  25.07
sdb               0.00    47.67    0.00   78.33     0.00   666.67     8.51     0.26    3.35   3.22  25.23
sdc               0.00    41.33    0.00   78.00     0.00   610.67     7.83     0.24    3.06   3.01  23.50
sdd               0.00    41.00    0.00   85.33     0.00   672.00     7.88     0.26    2.98   2.89  24.67
dm-0              0.00     0.00    0.00  363.33     0.00  2565.33     7.06     0.88    2.44   2.09  76.10
dm-1              0.00     0.00    0.00  363.33     0.00  2565.33     7.06     0.89    2.44   2.10  76.20
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.33     0.00     2.67     8.00     0.00    3.00   3.00   0.10
dm-5              0.00     0.00    0.00  317.67     0.00  2533.33     7.97     0.87    2.75   2.39  75.83
dm-6              0.00     0.00    0.00    3.67     0.00    29.33     8.00     0.01    3.18   3.18   1.17

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               2.33    54.00    0.33   73.33    21.33   688.00     9.63     0.23    3.11   3.00  22.10
sdb               0.00    54.00    0.00   74.33     0.00   693.33     9.33     0.27    3.70   3.06  22.77
sdc               0.00    55.33    0.00   80.00     0.00   752.00     9.40     0.28    3.51   3.46  27.70
sdd               0.00    55.33    0.00   84.33     0.00   784.00     9.30     0.30    3.56   3.36  28.30
dm-0              0.00     0.00    2.67  406.00    21.33  2917.33     7.19     1.37    3.34   1.89  77.33
dm-1              0.00     0.00    0.00  406.00     0.00  2917.33     7.19     1.34    3.31   1.90  77.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.02    9.00   1.12   0.30
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.02   11.40  10.80   1.80
dm-5              0.00     0.00    0.00  359.67     0.00  2869.33     7.98     1.30    3.61   2.14  77.07
dm-6              0.00     0.00    0.00    4.00     0.00    32.00     8.00     0.03    7.17   4.83   1.93

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    37.33    0.00   71.67     0.00   704.00     9.82     0.24    3.40   3.24  23.23
sdb               0.00    34.00    0.00   82.67     0.00   693.33     8.39     0.32    3.90   3.54  29.27
sdc               0.00    31.67    0.00   79.00     0.00   637.33     8.07     0.26    3.32   3.20  25.27
sdd               0.00    31.00    0.00   70.33     0.00   562.67     8.00     0.22    3.09   3.00  21.07
dm-0              0.00     0.00    0.00  317.67     0.00  2597.33     8.18     0.89    2.79   2.36  75.00
dm-1              0.00     0.00    0.00  317.67     0.00  2597.33     8.18     0.89    2.80   2.36  75.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  280.00     0.00  2597.33     9.28     0.89    3.18   2.69  75.20
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    53.67    0.00   81.67     0.00   752.00     9.21     0.27    3.32   3.14  25.67
sdb               0.00    57.00    0.00   83.00     0.00   789.33     9.51     0.27    3.29   3.20  26.57
sdc               0.00    53.33    0.00   78.67     0.00   725.33     9.22     0.29    3.75   3.47  27.27
sdd               0.00    53.00    0.00   73.00     0.00   680.00     9.32     0.23    3.09   3.14  22.93
dm-0              0.00     0.00    0.00  409.67     0.00  2946.67     7.19     1.20    2.91   1.90  77.80
dm-1              0.00     0.00    0.00  409.67     0.00  2946.67     7.19     1.20    2.92   1.91  78.10
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  363.00     0.00  2896.00     7.98     1.17    3.21   2.15  78.00
dm-6              0.00     0.00    0.00    6.33     0.00    50.67     8.00     0.03    4.63   2.58   1.63

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    57.33    0.00   78.33     0.00   760.00     9.70     0.24    3.05   3.04  23.80
sdb               0.00    54.33    0.00   74.00     0.00   701.33     9.48     0.25    3.44   3.42  25.33
sdc               0.00    55.67    0.00   71.33     0.00   690.67     9.68     0.20    2.74   2.66  18.97
sdd               0.00    54.67    0.00   80.67     0.00   757.33     9.39     0.26    3.23   3.10  24.97
dm-0              0.00     0.00    0.00  404.33     0.00  2909.33     7.20     1.08    2.67   1.78  71.93
dm-1              0.00     0.00    0.00  404.33     0.00  2909.33     7.20     1.08    2.68   1.78  72.03
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  365.33     0.00  2912.00     7.97     1.08    2.97   1.98  72.17
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    42.67    0.00   72.33     0.00   765.33    10.58     0.23    3.15   3.12  22.53
sdb               0.00    39.00    0.00   65.33     0.00   624.00     9.55     0.19    2.93   2.79  18.23
sdc               0.00    36.33    0.00   76.00     0.00   674.67     8.88     0.27    3.54   3.38  25.70
sdd               2.33    38.33    0.33   75.00    21.33   677.33     9.27     0.25    3.35   3.19  24.03
dm-0              0.00     0.00    2.67  333.00    21.33  2741.33     8.23     0.77    2.29   2.02  67.70
dm-1              0.00     0.00    0.00  333.00     0.00  2741.33     8.23     0.77    2.30   2.03  67.70
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.00    1.00   0.13   0.03
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.01    6.33   6.33   0.63
dm-5              0.00     0.00    0.00  294.67     0.00  2720.00     9.23     0.76    2.56   2.29  67.37
dm-6              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    4.40   4.40   0.73

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    78.67    0.00   63.33     0.00   842.67    13.31     0.19    3.05   3.00  19.00
sdb               0.00    84.67    0.00   72.00     0.00   962.67    13.37     0.24    3.27   3.19  23.00
sdc               0.00    84.33    0.00   72.67     0.00   960.00    13.21     0.26    3.60   3.39  24.63
sdd               0.00    78.00    0.00   70.33     0.00   893.33    12.70     0.25    3.49   3.39  23.87
dm-0              0.00     0.00    0.00  494.00     0.00  3658.67     7.41     1.69    3.43   1.35  66.77
dm-1              0.00     0.00    0.00  494.00     0.00  3658.67     7.41     1.69    3.43   1.35  66.83
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  458.67     0.00  3656.00     7.97     1.69    3.70   1.46  66.93
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    40.67    0.00   80.67     0.00   797.33     9.88     0.26    3.20   3.14  25.37
sdb               0.00    43.67    0.00   76.67     0.00   730.67     9.53     0.25    3.34   3.07  23.57
sdc               0.00    43.00    0.00   80.00     0.00   741.33     9.27     0.31    3.84   3.60  28.77
sdd               0.00    43.00    0.00   65.00     0.00   618.67     9.52     0.18    2.81   2.67  17.37
dm-0              0.00     0.00    0.00  353.67     0.00  2888.00     8.17     0.86    2.42   1.99  70.30
dm-1              0.00     0.00    0.00  353.67     0.00  2888.00     8.17     0.86    2.42   1.99  70.40
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  315.00     0.00  2874.67     9.13     0.84    2.68   2.23  70.10
